Index,	Free Memory (kB),	Load Avg (1 min),	Load Avg (5 min),	Load Avg (15 min),	Running Processes,	Total Processes,	Time,	Computer Name
1129,	598668,	0.20,	0.18,	0.18,	1,	204,	2-14-2018 08:46:35,	raspberrypi
1130,	598792,	0.19,	0.18,	0.18,	1,	204,	2-14-2018 08:47:35,	raspberrypi
1131,	598792,	0.25,	0.19,	0.18,	2,	204,	2-14-2018 08:48:35,	raspberrypi
1132,	598916,	0.26,	0.20,	0.19,	2,	204,	2-14-2018 08:49:35,	raspberrypi
1133,	599040,	0.20,	0.19,	0.18,	1,	204,	2-14-2018 08:50:35,	raspberrypi
1134,	598924,	0.23,	0.20,	0.18,	1,	203,	2-14-2018 08:51:35,	raspberrypi
1135,	598916,	0.18,	0.19,	0.18,	1,	204,	2-14-2018 08:52:35,	raspberrypi
1136,	598900,	0.21,	0.20,	0.18,	2,	204,	2-14-2018 08:53:35,	raspberrypi
1137,	598916,	0.24,	0.21,	0.18,	1,	204,	2-14-2018 08:54:35,	raspberrypi
1138,	598916,	0.19,	0.20,	0.18,	2,	204,	2-14-2018 08:55:35,	raspberrypi
1139,	598916,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 08:56:35,	raspberrypi
1140,	598784,	0.26,	0.22,	0.19,	2,	203,	2-14-2018 08:57:35,	raspberrypi
1141,	597752,	0.21,	0.20,	0.18,	2,	206,	2-14-2018 08:58:35,	raspberrypi
1142,	594500,	0.31,	0.23,	0.19,	2,	210,	2-14-2018 08:59:35,	raspberrypi
1143,	594996,	0.22,	0.22,	0.18,	2,	210,	2-14-2018 09:00:35,	raspberrypi
1144,	595028,	0.23,	0.22,	0.18,	1,	210,	2-14-2018 09:00:53,	raspberrypi
1145,	595052,	0.24,	0.22,	0.18,	1,	209,	2-14-2018 09:01:35,	raspberrypi
1146,	595176,	0.25,	0.22,	0.19,	1,	209,	2-14-2018 09:01:53,	raspberrypi
1147,	595300,	0.19,	0.21,	0.18,	1,	209,	2-14-2018 09:02:35,	raspberrypi
1148,	595300,	0.20,	0.21,	0.18,	1,	209,	2-14-2018 09:02:53,	raspberrypi
1149,	595300,	0.22,	0.21,	0.18,	2,	209,	2-14-2018 09:03:35,	raspberrypi
1150,	595176,	0.23,	0.22,	0.18,	2,	209,	2-14-2018 09:03:53,	raspberrypi
1151,	595052,	0.17,	0.20,	0.18,	1,	209,	2-14-2018 09:04:35,	raspberrypi
1152,	595184,	0.27,	0.22,	0.19,	2,	208,	2-14-2018 09:04:53,	raspberrypi
1153,	595308,	0.20,	0.21,	0.18,	1,	208,	2-14-2018 09:05:35,	raspberrypi
1154,	595308,	0.21,	0.21,	0.18,	2,	208,	2-14-2018 09:05:53,	raspberrypi
1155,	595308,	0.24,	0.21,	0.18,	2,	208,	2-14-2018 09:06:35,	raspberrypi
1156,	595556,	0.25,	0.22,	0.18,	2,	208,	2-14-2018 09:06:53,	raspberrypi
1157,	595432,	0.18,	0.20,	0.18,	2,	208,	2-14-2018 09:07:35,	raspberrypi
1158,	595424,	0.19,	0.20,	0.18,	2,	209,	2-14-2018 09:07:53,	raspberrypi
1159,	595556,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 09:08:35,	raspberrypi
1160,	595556,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 09:08:53,	raspberrypi
1161,	595136,	0.39,	0.26,	0.20,	1,	208,	2-14-2018 09:09:35,	raspberrypi
1162,	595192,	0.28,	0.24,	0.19,	2,	207,	2-14-2018 09:09:53,	raspberrypi
1163,	595192,	0.26,	0.24,	0.19,	1,	207,	2-14-2018 09:10:35,	raspberrypi
1164,	595308,	0.25,	0.24,	0.19,	1,	208,	2-14-2018 09:10:53,	raspberrypi
1165,	595308,	0.25,	0.24,	0.19,	2,	208,	2-14-2018 09:11:35,	raspberrypi
1166,	595292,	0.26,	0.24,	0.19,	1,	208,	2-14-2018 09:11:53,	raspberrypi
1167,	595308,	0.19,	0.23,	0.19,	1,	208,	2-14-2018 09:12:35,	raspberrypi
1168,	595308,	0.14,	0.21,	0.18,	2,	208,	2-14-2018 09:12:53,	raspberrypi
1169,	595044,	0.18,	0.21,	0.18,	1,	208,	2-14-2018 09:13:35,	raspberrypi
1170,	595052,	0.20,	0.22,	0.18,	1,	208,	2-14-2018 09:13:53,	raspberrypi
1171,	594672,	0.16,	0.20,	0.18,	2,	208,	2-14-2018 09:14:35,	raspberrypi
1172,	594796,	0.19,	0.21,	0.18,	2,	208,	2-14-2018 09:14:53,	raspberrypi
1173,	594796,	0.16,	0.20,	0.18,	2,	208,	2-14-2018 09:15:35,	raspberrypi
1174,	594796,	0.18,	0.20,	0.18,	1,	208,	2-14-2018 09:15:53,	raspberrypi
1175,	594796,	0.15,	0.19,	0.18,	1,	208,	2-14-2018 09:16:35,	raspberrypi
1176,	594796,	0.18,	0.19,	0.18,	1,	208,	2-14-2018 09:16:53,	raspberrypi
1177,	594796,	0.15,	0.18,	0.18,	2,	208,	2-14-2018 09:17:35,	raspberrypi
1178,	594788,	0.17,	0.18,	0.18,	1,	209,	2-14-2018 09:17:53,	raspberrypi
1179,	595028,	0.13,	0.17,	0.18,	1,	208,	2-14-2018 09:18:35,	raspberrypi
1180,	595044,	0.16,	0.18,	0.18,	1,	208,	2-14-2018 09:18:53,	raspberrypi
1181,	595168,	0.22,	0.19,	0.18,	1,	208,	2-14-2018 09:19:35,	raspberrypi
1182,	595168,	0.15,	0.17,	0.18,	1,	208,	2-14-2018 09:19:53,	raspberrypi
1183,	595168,	0.12,	0.17,	0.18,	2,	208,	2-14-2018 09:20:35,	raspberrypi
1184,	595052,	0.15,	0.17,	0.18,	1,	207,	2-14-2018 09:20:53,	raspberrypi
1185,	595052,	0.20,	0.18,	0.18,	1,	207,	2-14-2018 09:21:35,	raspberrypi
1186,	595168,	0.22,	0.18,	0.18,	1,	208,	2-14-2018 09:21:53,	raspberrypi
1187,	595168,	0.19,	0.18,	0.18,	1,	208,	2-14-2018 09:22:35,	raspberrypi
1188,	595168,	0.14,	0.16,	0.18,	1,	208,	2-14-2018 09:22:53,	raspberrypi
1189,	595276,	0.26,	0.19,	0.19,	1,	208,	2-14-2018 09:23:35,	raspberrypi
1190,	595276,	0.26,	0.19,	0.19,	2,	208,	2-14-2018 09:23:53,	raspberrypi
1191,	595276,	0.20,	0.18,	0.18,	2,	208,	2-14-2018 09:24:36,	raspberrypi
1192,	595168,	0.23,	0.19,	0.18,	2,	208,	2-14-2018 09:24:53,	raspberrypi
1193,	595168,	0.18,	0.18,	0.18,	2,	208,	2-14-2018 09:25:36,	raspberrypi
1194,	595168,	0.19,	0.18,	0.18,	1,	208,	2-14-2018 09:25:53,	raspberrypi
1195,	595168,	0.22,	0.19,	0.18,	1,	208,	2-14-2018 09:26:36,	raspberrypi
1196,	595176,	0.23,	0.19,	0.18,	1,	207,	2-14-2018 09:26:53,	raspberrypi
1197,	595176,	0.17,	0.18,	0.18,	1,	207,	2-14-2018 09:27:36,	raspberrypi
1198,	595168,	0.20,	0.19,	0.18,	1,	208,	2-14-2018 09:27:53,	raspberrypi
1199,	595044,	0.25,	0.21,	0.19,	1,	208,	2-14-2018 09:28:36,	raspberrypi
1200,	595044,	0.27,	0.21,	0.19,	1,	208,	2-14-2018 09:28:53,	raspberrypi
1201,	595044,	0.26,	0.21,	0.19,	1,	208,	2-14-2018 09:29:36,	raspberrypi
1202,	595044,	0.20,	0.20,	0.18,	1,	208,	2-14-2018 09:29:53,	raspberrypi
1203,	595044,	0.20,	0.20,	0.18,	1,	208,	2-14-2018 09:30:36,	raspberrypi
1204,	594796,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 09:30:53,	raspberrypi
1205,	594796,	0.22,	0.21,	0.18,	2,	208,	2-14-2018 09:31:36,	raspberrypi
1206,	594796,	0.17,	0.20,	0.18,	1,	208,	2-14-2018 09:31:53,	raspberrypi
1207,	594796,	0.26,	0.22,	0.19,	2,	208,	2-14-2018 09:32:36,	raspberrypi
1208,	594804,	0.20,	0.20,	0.18,	1,	207,	2-14-2018 09:32:53,	raspberrypi
1209,	594804,	0.21,	0.21,	0.18,	1,	207,	2-14-2018 09:33:36,	raspberrypi
1210,	594796,	0.24,	0.21,	0.18,	1,	208,	2-14-2018 09:33:54,	raspberrypi
1211,	594796,	0.23,	0.21,	0.18,	1,	208,	2-14-2018 09:34:36,	raspberrypi
1212,	594796,	0.18,	0.20,	0.18,	2,	208,	2-14-2018 09:34:54,	raspberrypi
1213,	594796,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 09:35:36,	raspberrypi
1214,	594796,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 09:35:54,	raspberrypi
1215,	594796,	0.22,	0.21,	0.18,	2,	208,	2-14-2018 09:36:36,	raspberrypi
1216,	594796,	0.25,	0.21,	0.18,	1,	208,	2-14-2018 09:36:54,	raspberrypi
1217,	594796,	0.17,	0.20,	0.18,	2,	208,	2-14-2018 09:37:36,	raspberrypi
1218,	594888,	0.20,	0.20,	0.18,	2,	209,	2-14-2018 09:37:54,	raspberrypi
1219,	594920,	0.20,	0.20,	0.18,	1,	208,	2-14-2018 09:38:36,	raspberrypi
1220,	594804,	0.23,	0.21,	0.18,	1,	207,	2-14-2018 09:38:54,	raspberrypi
1221,	594300,	0.24,	0.21,	0.18,	1,	208,	2-14-2018 09:39:36,	raspberrypi
1222,	594424,	0.27,	0.22,	0.19,	2,	208,	2-14-2018 09:39:54,	raspberrypi
1223,	594548,	0.18,	0.20,	0.18,	2,	208,	2-14-2018 09:40:36,	raspberrypi
1224,	594548,	0.21,	0.21,	0.18,	1,	208,	2-14-2018 09:40:54,	raspberrypi
1225,	594548,	0.22,	0.21,	0.18,	2,	208,	2-14-2018 09:41:36,	raspberrypi
1226,	594548,	0.25,	0.21,	0.18,	1,	208,	2-14-2018 09:41:54,	raspberrypi
1227,	594548,	0.25,	0.21,	0.18,	2,	208,	2-14-2018 09:42:36,	raspberrypi
1228,	594548,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 09:42:54,	raspberrypi
1229,	594672,	0.20,	0.20,	0.18,	2,	208,	2-14-2018 09:43:36,	raspberrypi
1230,	594672,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 09:43:54,	raspberrypi
1231,	594804,	0.23,	0.21,	0.18,	2,	207,	2-14-2018 09:44:36,	raspberrypi
1232,	594796,	0.18,	0.20,	0.18,	1,	208,	2-14-2018 09:44:54,	raspberrypi
1233,	594920,	0.27,	0.22,	0.19,	2,	208,	2-14-2018 09:45:36,	raspberrypi
1234,	594796,	0.21,	0.21,	0.18,	1,	208,	2-14-2018 09:45:54,	raspberrypi
1235,	594796,	0.21,	0.21,	0.18,	1,	208,	2-14-2018 09:46:36,	raspberrypi
1236,	594796,	0.24,	0.21,	0.18,	1,	208,	2-14-2018 09:46:54,	raspberrypi
1237,	594796,	0.17,	0.20,	0.18,	2,	208,	2-14-2018 09:47:36,	raspberrypi
1238,	594540,	0.13,	0.19,	0.18,	1,	209,	2-14-2018 09:47:54,	raspberrypi
1239,	594540,	0.18,	0.19,	0.18,	1,	208,	2-14-2018 09:48:36,	raspberrypi
1240,	594540,	0.20,	0.20,	0.18,	1,	208,	2-14-2018 09:48:54,	raspberrypi
1241,	595036,	0.16,	0.19,	0.18,	1,	208,	2-14-2018 09:49:36,	raspberrypi
1242,	594672,	0.19,	0.19,	0.18,	1,	207,	2-14-2018 09:49:54,	raspberrypi
1243,	594796,	0.16,	0.18,	0.18,	2,	207,	2-14-2018 09:50:36,	raspberrypi
1244,	594788,	0.18,	0.18,	0.18,	2,	208,	2-14-2018 09:50:54,	raspberrypi
1245,	594788,	0.14,	0.17,	0.18,	2,	208,	2-14-2018 09:51:36,	raspberrypi
1246,	594664,	0.18,	0.18,	0.18,	2,	208,	2-14-2018 09:51:54,	raspberrypi
1247,	594664,	0.15,	0.17,	0.18,	1,	208,	2-14-2018 09:52:36,	raspberrypi
1248,	594788,	0.17,	0.17,	0.18,	1,	208,	2-14-2018 09:52:54,	raspberrypi
1249,	594788,	0.13,	0.17,	0.18,	2,	208,	2-14-2018 09:53:36,	raspberrypi
1250,	594788,	0.16,	0.17,	0.18,	1,	208,	2-14-2018 09:53:54,	raspberrypi
1251,	594664,	0.22,	0.18,	0.18,	2,	208,	2-14-2018 09:54:36,	raspberrypi
1252,	594664,	0.15,	0.17,	0.18,	2,	208,	2-14-2018 09:54:54,	raspberrypi
1253,	594788,	0.12,	0.16,	0.18,	1,	208,	2-14-2018 09:55:36,	raspberrypi
1254,	594672,	0.15,	0.17,	0.18,	1,	207,	2-14-2018 09:55:54,	raspberrypi
1255,	594548,	0.20,	0.18,	0.18,	2,	207,	2-14-2018 09:56:36,	raspberrypi
1256,	594540,	0.22,	0.18,	0.18,	2,	208,	2-14-2018 09:56:54,	raspberrypi
1257,	594540,	0.19,	0.17,	0.18,	2,	208,	2-14-2018 09:57:36,	raspberrypi
1258,	594656,	0.14,	0.16,	0.18,	1,	209,	2-14-2018 09:57:54,	raspberrypi
1259,	594120,	0.18,	0.17,	0.18,	2,	210,	2-14-2018 09:58:36,	raspberrypi
1260,	594664,	0.20,	0.18,	0.18,	1,	208,	2-14-2018 09:58:54,	raspberrypi
1261,	594788,	0.18,	0.17,	0.18,	1,	208,	2-14-2018 09:59:36,	raspberrypi
1262,	594788,	0.21,	0.18,	0.18,	1,	208,	2-14-2018 09:59:54,	raspberrypi
1263,	594532,	0.17,	0.17,	0.18,	1,	208,	2-14-2018 10:00:36,	raspberrypi
1264,	594656,	0.19,	0.17,	0.18,	1,	208,	2-14-2018 10:00:54,	raspberrypi
1265,	594648,	0.22,	0.18,	0.18,	1,	208,	2-14-2018 10:01:36,	raspberrypi
1266,	594664,	0.23,	0.19,	0.18,	1,	207,	2-14-2018 10:01:54,	raspberrypi
1267,	594168,	0.17,	0.18,	0.18,	1,	207,	2-14-2018 10:02:36,	raspberrypi
1268,	594284,	0.19,	0.18,	0.18,	2,	208,	2-14-2018 10:02:54,	raspberrypi
1269,	594408,	0.21,	0.19,	0.18,	1,	208,	2-14-2018 10:03:36,	raspberrypi
1270,	594284,	0.21,	0.19,	0.18,	2,	208,	2-14-2018 10:03:54,	raspberrypi
1271,	594276,	0.24,	0.20,	0.18,	2,	208,	2-14-2018 10:04:36,	raspberrypi
1272,	594276,	0.17,	0.18,	0.18,	1,	208,	2-14-2018 10:04:54,	raspberrypi
1273,	594276,	0.19,	0.19,	0.18,	1,	208,	2-14-2018 10:05:36,	raspberrypi
1274,	594276,	0.20,	0.19,	0.18,	1,	208,	2-14-2018 10:05:54,	raspberrypi
1275,	594400,	0.22,	0.20,	0.18,	2,	208,	2-14-2018 10:06:36,	raspberrypi
1276,	594400,	0.24,	0.20,	0.18,	1,	208,	2-14-2018 10:06:54,	raspberrypi
1277,	594392,	0.25,	0.21,	0.19,	2,	208,	2-14-2018 10:07:36,	raspberrypi
1278,	594392,	0.18,	0.20,	0.18,	1,	208,	2-14-2018 10:07:54,	raspberrypi
1279,	594400,	0.20,	0.20,	0.18,	1,	207,	2-14-2018 10:08:36,	raspberrypi
1280,	594392,	0.21,	0.20,	0.18,	1,	208,	2-14-2018 10:08:54,	raspberrypi
1281,	593648,	0.23,	0.21,	0.18,	1,	208,	2-14-2018 10:09:36,	raspberrypi
1282,	593524,	0.24,	0.21,	0.18,	1,	208,	2-14-2018 10:09:54,	raspberrypi
1283,	593524,	0.27,	0.22,	0.19,	1,	208,	2-14-2018 10:10:36,	raspberrypi
1284,	593772,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:10:54,	raspberrypi
1285,	593772,	0.21,	0.21,	0.18,	2,	208,	2-14-2018 10:11:36,	raspberrypi
1286,	593888,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:11:54,	raspberrypi
1287,	593888,	0.25,	0.21,	0.18,	1,	208,	2-14-2018 10:12:36,	raspberrypi
1288,	593888,	0.26,	0.22,	0.19,	2,	208,	2-14-2018 10:12:54,	raspberrypi
1289,	593888,	0.19,	0.20,	0.18,	2,	208,	2-14-2018 10:13:36,	raspberrypi
1290,	593896,	0.21,	0.20,	0.18,	1,	207,	2-14-2018 10:13:54,	raspberrypi
1291,	594020,	0.22,	0.21,	0.18,	1,	207,	2-14-2018 10:14:36,	raspberrypi
1292,	594012,	0.23,	0.21,	0.18,	2,	208,	2-14-2018 10:14:54,	raspberrypi
1293,	594012,	0.18,	0.20,	0.18,	1,	208,	2-14-2018 10:15:36,	raspberrypi
1294,	594012,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:15:54,	raspberrypi
1295,	594136,	0.21,	0.21,	0.18,	1,	208,	2-14-2018 10:16:36,	raspberrypi
1296,	594136,	0.23,	0.21,	0.18,	1,	208,	2-14-2018 10:16:54,	raspberrypi
1297,	594136,	0.24,	0.21,	0.18,	2,	208,	2-14-2018 10:17:36,	raspberrypi
1298,	594128,	0.19,	0.20,	0.18,	2,	209,	2-14-2018 10:17:54,	raspberrypi
1299,	594136,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:18:36,	raspberrypi
1300,	594136,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:18:54,	raspberrypi
1301,	594012,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:19:37,	raspberrypi
1302,	594020,	0.17,	0.20,	0.18,	2,	207,	2-14-2018 10:19:54,	raspberrypi
1303,	594020,	0.26,	0.22,	0.19,	1,	207,	2-14-2018 10:20:37,	raspberrypi
1304,	594012,	0.20,	0.20,	0.18,	1,	208,	2-14-2018 10:20:54,	raspberrypi
1305,	594012,	0.21,	0.20,	0.18,	1,	208,	2-14-2018 10:21:37,	raspberrypi
1306,	594012,	0.24,	0.21,	0.18,	2,	208,	2-14-2018 10:21:54,	raspberrypi
1307,	594136,	0.23,	0.21,	0.18,	1,	208,	2-14-2018 10:22:37,	raspberrypi
1308,	594136,	0.18,	0.20,	0.18,	1,	208,	2-14-2018 10:22:54,	raspberrypi
1309,	594136,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:23:37,	raspberrypi
1310,	594012,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:23:54,	raspberrypi
1311,	594012,	0.22,	0.21,	0.18,	2,	208,	2-14-2018 10:24:37,	raspberrypi
1312,	594004,	0.25,	0.21,	0.18,	1,	208,	2-14-2018 10:24:54,	raspberrypi
1313,	594004,	0.17,	0.20,	0.18,	1,	208,	2-14-2018 10:25:37,	raspberrypi
1314,	593764,	0.20,	0.20,	0.18,	2,	207,	2-14-2018 10:25:54,	raspberrypi
1315,	593632,	0.20,	0.20,	0.18,	1,	207,	2-14-2018 10:26:37,	raspberrypi
1316,	593624,	0.23,	0.21,	0.18,	1,	208,	2-14-2018 10:26:54,	raspberrypi
1317,	593748,	0.24,	0.21,	0.18,	1,	208,	2-14-2018 10:27:37,	raspberrypi
1318,	593740,	0.19,	0.20,	0.18,	1,	209,	2-14-2018 10:27:54,	raspberrypi
1319,	593748,	0.14,	0.19,	0.18,	1,	208,	2-14-2018 10:28:37,	raspberrypi
1320,	593748,	0.18,	0.19,	0.18,	1,	208,	2-14-2018 10:28:54,	raspberrypi
1321,	593748,	0.21,	0.20,	0.18,	1,	208,	2-14-2018 10:29:37,	raspberrypi
1322,	593748,	0.16,	0.19,	0.18,	2,	208,	2-14-2018 10:29:55,	raspberrypi
1323,	593624,	0.21,	0.19,	0.18,	2,	208,	2-14-2018 10:30:37,	raspberrypi
1324,	593624,	0.16,	0.18,	0.18,	2,	208,	2-14-2018 10:30:55,	raspberrypi
1325,	593624,	0.19,	0.18,	0.18,	1,	208,	2-14-2018 10:31:37,	raspberrypi
1326,	593632,	0.14,	0.17,	0.18,	2,	207,	2-14-2018 10:31:55,	raspberrypi
1327,	593632,	0.19,	0.18,	0.18,	1,	207,	2-14-2018 10:32:37,	raspberrypi
1328,	593500,	0.15,	0.17,	0.18,	1,	208,	2-14-2018 10:32:55,	raspberrypi
1329,	593500,	0.17,	0.18,	0.18,	2,	208,	2-14-2018 10:33:37,	raspberrypi
1330,	593608,	0.13,	0.17,	0.18,	1,	208,	2-14-2018 10:33:55,	raspberrypi
1331,	593624,	0.17,	0.17,	0.18,	2,	208,	2-14-2018 10:34:37,	raspberrypi
1332,	593624,	0.22,	0.18,	0.18,	1,	208,	2-14-2018 10:34:55,	raspberrypi
1333,	593624,	0.16,	0.17,	0.18,	2,	208,	2-14-2018 10:35:37,	raspberrypi
1334,	593624,	0.12,	0.16,	0.18,	1,	208,	2-14-2018 10:35:55,	raspberrypi
1335,	593624,	0.16,	0.17,	0.18,	2,	208,	2-14-2018 10:36:37,	raspberrypi
1336,	593624,	0.20,	0.18,	0.18,	2,	208,	2-14-2018 10:36:55,	raspberrypi
1337,	593748,	0.14,	0.17,	0.18,	1,	208,	2-14-2018 10:37:37,	raspberrypi
1338,	593748,	0.19,	0.17,	0.18,	1,	208,	2-14-2018 10:37:55,	raspberrypi
1339,	593632,	0.16,	0.17,	0.18,	2,	207,	2-14-2018 10:38:37,	raspberrypi
1340,	593624,	0.18,	0.17,	0.18,	1,	208,	2-14-2018 10:38:55,	raspberrypi
1341,	593128,	0.14,	0.16,	0.18,	1,	208,	2-14-2018 10:39:37,	raspberrypi
1342,	593004,	0.18,	0.17,	0.18,	1,	208,	2-14-2018 10:39:55,	raspberrypi
1343,	593112,	0.15,	0.16,	0.18,	2,	208,	2-14-2018 10:40:37,	raspberrypi
1344,	593128,	0.17,	0.17,	0.18,	1,	208,	2-14-2018 10:40:55,	raspberrypi
1345,	593112,	0.26,	0.19,	0.19,	1,	208,	2-14-2018 10:41:37,	raspberrypi
1346,	593128,	0.25,	0.20,	0.19,	1,	208,	2-14-2018 10:41:55,	raspberrypi
1347,	593228,	0.26,	0.20,	0.19,	1,	208,	2-14-2018 10:42:37,	raspberrypi
1348,	593120,	0.18,	0.19,	0.18,	1,	208,	2-14-2018 10:42:55,	raspberrypi
1349,	593220,	0.21,	0.20,	0.18,	2,	208,	2-14-2018 10:43:37,	raspberrypi
1350,	593252,	0.21,	0.20,	0.18,	1,	207,	2-14-2018 10:43:55,	raspberrypi
1351,	593252,	0.23,	0.20,	0.18,	1,	207,	2-14-2018 10:44:37,	raspberrypi
1352,	593304,	0.24,	0.21,	0.18,	1,	208,	2-14-2018 10:44:55,	raspberrypi
1353,	593368,	0.27,	0.21,	0.19,	1,	208,	2-14-2018 10:45:37,	raspberrypi
1354,	593368,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:45:55,	raspberrypi
1355,	593484,	0.21,	0.20,	0.18,	1,	208,	2-14-2018 10:46:37,	raspberrypi
1356,	593492,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:46:55,	raspberrypi
1357,	593492,	0.25,	0.21,	0.18,	1,	208,	2-14-2018 10:47:37,	raspberrypi
1358,	593468,	0.26,	0.21,	0.19,	1,	209,	2-14-2018 10:47:55,	raspberrypi
1359,	593492,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:48:37,	raspberrypi
1360,	593616,	0.21,	0.20,	0.18,	1,	208,	2-14-2018 10:48:55,	raspberrypi
1361,	593600,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:49:37,	raspberrypi
1362,	593476,	0.23,	0.21,	0.18,	1,	207,	2-14-2018 10:49:55,	raspberrypi
1363,	593500,	0.18,	0.20,	0.18,	1,	207,	2-14-2018 10:50:37,	raspberrypi
1364,	593492,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:50:55,	raspberrypi
1365,	593492,	0.21,	0.21,	0.18,	2,	208,	2-14-2018 10:51:37,	raspberrypi
1366,	593492,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:51:55,	raspberrypi
1367,	593360,	0.24,	0.21,	0.18,	1,	208,	2-14-2018 10:52:37,	raspberrypi
1368,	593484,	0.17,	0.20,	0.18,	1,	208,	2-14-2018 10:52:55,	raspberrypi
1369,	593484,	0.19,	0.20,	0.18,	2,	208,	2-14-2018 10:53:37,	raspberrypi
1370,	593484,	0.20,	0.20,	0.18,	1,	208,	2-14-2018 10:53:55,	raspberrypi
1371,	593484,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:54:37,	raspberrypi
1372,	593360,	0.24,	0.21,	0.18,	2,	208,	2-14-2018 10:54:55,	raspberrypi
1373,	593484,	0.26,	0.22,	0.19,	1,	208,	2-14-2018 10:55:37,	raspberrypi
1374,	593492,	0.18,	0.20,	0.18,	1,	207,	2-14-2018 10:55:55,	raspberrypi
1375,	593492,	0.21,	0.20,	0.18,	1,	207,	2-14-2018 10:56:37,	raspberrypi
1376,	593484,	0.22,	0.21,	0.18,	1,	208,	2-14-2018 10:56:55,	raspberrypi
1377,	593484,	0.23,	0.21,	0.18,	1,	208,	2-14-2018 10:57:37,	raspberrypi
1378,	593352,	0.25,	0.21,	0.18,	1,	209,	2-14-2018 10:57:55,	raspberrypi
1379,	593484,	0.19,	0.20,	0.18,	1,	208,	2-14-2018 10:58:37,	raspberrypi
1380,	593360,	0.20,	0.20,	0.18,	1,	208,	2-14-2018 10:58:55,	raspberrypi
1381,	593484,	0.27,	0.22,	0.19,	2,	208,	2-14-2018 10:59:37,	raspberrypi
1382,	592988,	0.27,	0.23,	0.19,	1,	208,	2-14-2018 10:59:55,	raspberrypi
1383,	593112,	0.19,	0.21,	0.18,	2,	208,	2-14-2018 11:00:37,	raspberrypi
1384,	593112,	0.28,	0.23,	0.19,	1,	208,	2-14-2018 11:00:55,	raspberrypi
1385,	593112,	0.21,	0.22,	0.18,	1,	208,	2-14-2018 11:01:37,	raspberrypi
1386,	593120,	0.21,	0.22,	0.18,	1,	207,	2-14-2018 11:01:55,	raspberrypi
1387,	592988,	0.24,	0.22,	0.18,	1,	207,	2-14-2018 11:02:37,	raspberrypi
1388,	592980,	0.17,	0.20,	0.18,	2,	208,	2-14-2018 11:02:55,	raspberrypi
1389,	592980,	0.14,	0.19,	0.18,	2,	208,	2-14-2018 11:03:37,	raspberrypi
1390,	592980,	0.17,	0.20,	0.18,	1,	208,	2-14-2018 11:03:55,	raspberrypi
1391,	592980,	0.21,	0.20,	0.18,	1,	208,	2-14-2018 11:04:37,	raspberrypi
1392,	592980,	0.15,	0.19,	0.18,	1,	208,	2-14-2018 11:04:55,	raspberrypi
1393,	593104,	0.21,	0.20,	0.18,	1,	208,	2-14-2018 11:05:37,	raspberrypi
1394,	593104,	0.16,	0.19,	0.18,	1,	208,	2-14-2018 11:05:55,	raspberrypi
1395,	593228,	0.19,	0.19,	0.18,	1,	208,	2-14-2018 11:06:37,	raspberrypi
1396,	593228,	0.14,	0.18,	0.18,	1,	208,	2-14-2018 11:06:55,	raspberrypi
1397,	593228,	0.19,	0.18,	0.18,	1,	208,	2-14-2018 11:07:37,	raspberrypi
1398,	592840,	0.15,	0.17,	0.18,	1,	209,	2-14-2018 11:07:55,	raspberrypi
1399,	592988,	0.17,	0.18,	0.18,	1,	207,	2-14-2018 11:08:37,	raspberrypi
1400,	592980,	0.13,	0.17,	0.18,	1,	208,	2-14-2018 11:08:55,	raspberrypi
1401,	592484,	0.22,	0.19,	0.18,	2,	208,	2-14-2018 11:09:37,	raspberrypi
1402,	592484,	0.25,	0.20,	0.18,	1,	208,	2-14-2018 11:09:55,	raspberrypi
1403,	592484,	0.17,	0.18,	0.18,	1,	208,	2-14-2018 11:10:38,	raspberrypi
1404,	592484,	0.13,	0.17,	0.18,	1,	208,	2-14-2018 11:10:55,	raspberrypi
1405,	592484,	0.17,	0.18,	0.18,	1,	208,	2-14-2018 11:11:38,	raspberrypi
1406,	592600,	0.27,	0.20,	0.19,	2,	208,	2-14-2018 11:11:55,	raspberrypi
